id,source,event_type,external_event_id,payload,processed,created_at
136,instagram,EVENT_RECEIVED,aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDA5OTQwNjYwMjcxNjgzNDozMjY4NTI3MzQyNDU1MzU4NDg1MDgwODg3MDQwNTE0NDU3NgZDZD,"{""object"":""instagram"",""entry"":[{""time"":1771872223214,""id"":""17841465353051870"",""messaging"":[{""sender"":{""id"":""26278003688496554""},""recipient"":{""id"":""17841465353051870""},""timestamp"":1771872222759,""message"":{""mid"":""aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDA5OTQwNjYwMjcxNjgzNDozMjY4NTI3MzQyNDU1MzU4NDg1MDgwODg3MDQwNTE0NDU3NgZDZD"",""text"":""What if it’s online""}}]}]}",true,2026-02-23 18:43:43.759016+00
137,instagram,EVENT_RECEIVED,aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDA5OTQwNjYwMjcxNjgzNDozMjY4NTI3Mzk4NjczNTI4NDQxNTg0MDA3OTQ5NTI5OTA3MgZDZD,"{""object"":""instagram"",""entry"":[{""time"":1771872253469,""id"":""17841465353051870"",""messaging"":[{""sender"":{""id"":""17841465353051870""},""recipient"":{""id"":""26278003688496554""},""timestamp"":1771872253235,""message"":{""mid"":""aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDA5OTQwNjYwMjcxNjgzNDozMjY4NTI3Mzk4NjczNTI4NDQxNTg0MDA3OTQ5NTI5OTA3MgZDZD"",""text"":""I am talking about online as there is no chance for in-person test."",""is_echo"":true}}]}]}",true,2026-02-23 18:44:14.084799+00
138,instagram,EVENT_RECEIVED,aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDA5OTQwNjYwMjcxNjgzNDozMjY4NTI3NTc0ODU0MzAwNjY5Nzk0ODMwODgxMTI4NDQ4MAZDZD,"{""object"":""instagram"",""entry"":[{""time"":1771872349216,""id"":""17841465353051870"",""messaging"":[{""sender"":{""id"":""26278003688496554""},""recipient"":{""id"":""17841465353051870""},""timestamp"":1771872348742,""message"":{""mid"":""aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDA5OTQwNjYwMjcxNjgzNDozMjY4NTI3NTc0ODU0MzAwNjY5Nzk0ODMwODgxMTI4NDQ4MAZDZD"",""text"":""Ok""}}]}]}",true,2026-02-23 18:45:49.876247+00
139,instagram,EVENT_RECEIVED,aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDA5OTQwNjYwMjcxNjgzNDozMjY4NTI3NjM4NDYxMjQzODY3Mzk0ODMyNTkzNjM2NTU2OAZDZD,"{""object"":""instagram"",""entry"":[{""time"":1771872383739,""id"":""17841465353051870"",""messaging"":[{""sender"":{""id"":""26278003688496554""},""recipient"":{""id"":""17841465353051870""},""timestamp"":1771872383224,""message"":{""mid"":""aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDA5OTQwNjYwMjcxNjgzNDozMjY4NTI3NjM4NDYxMjQzODY3Mzk0ODMyNTkzNjM2NTU2OAZDZD"",""text"":""So not proctored price""}}]}]}",true,2026-02-23 18:46:24.39993+00
140,instagram,EVENT_RECEIVED,aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDA5OTQwNjYwMjcxNjgzNDozMjY4NTI3Njg3MTEwNzIwMjY0NDc4MTQ2NTg3NDcyNjkxMgZDZD,"{""object"":""instagram"",""entry"":[{""time"":1771872409764,""id"":""17841465353051870"",""messaging"":[{""sender"":{""id"":""17841465353051870""},""recipient"":{""id"":""26278003688496554""},""timestamp"":1771872409597,""message"":{""mid"":""aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDA5OTQwNjYwMjcxNjgzNDozMjY4NTI3Njg3MTEwNzIwMjY0NDc4MTQ2NTg3NDcyNjkxMgZDZD"",""text"":""It depends upon the test/exam."",""is_echo"":true}}]}]}",true,2026-02-23 18:46:50.36959+00
141,instagram,EVENT_RECEIVED,aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDA5OTQwNjYwMjcxNjgzNDozMjY4NTI3NzIwNDYxNjc1Mzg4NTYzNTg2NDQ2NjI5MjczNgZDZD,"{""object"":""instagram"",""entry"":[{""time"":1771872427855,""id"":""17841465353051870"",""messaging"":[{""sender"":{""id"":""17841465353051870""},""recipient"":{""id"":""26278003688496554""},""timestamp"":1771872427676,""message"":{""mid"":""aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDA5OTQwNjYwMjcxNjgzNDozMjY4NTI3NzIwNDYxNjc1Mzg4NTYzNTg2NDQ2NjI5MjczNgZDZD"",""text"":""Share name or details of the test so i can quote you pricing."",""is_echo"":true}}]}]}",true,2026-02-23 18:47:08.320034+00
142,instagram,EVENT_RECEIVED,aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI1OTk1NTA2OTM3MzgwODAxNTozMjY4NTI3ODI4ODIzODAyODQxODQ2MDc4NzExMzE5NzU2OAZDZD,"{""object"":""instagram"",""entry"":[{""time"":1771872487401,""id"":""17841465353051870"",""messaging"":[{""sender"":{""id"":""1743599446358649""},""recipient"":{""id"":""17841465353051870""},""timestamp"":1771872486420,""message"":{""mid"":""aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI1OTk1NTA2OTM3MzgwODAxNTozMjY4NTI3ODI4ODIzODAyODQxODQ2MDc4NzExMzE5NzU2OAZDZD"",""text"":""Oh I did see the payment option… thanks for that information."",""reply_to"":{""mid"":""aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI1OTk1NTA2OTM3MzgwODAxNTozMjQ3ODA3OTk5Mzg5NzU4NDc3MTU5MTgyMTcwMzc3NDIwOAZDZD"",""is_self_reply"":false}}}]}]}",true,2026-02-23 18:48:08.008132+00
143,instagram,EVENT_RECEIVED,aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI1OTk1NTA2OTM3MzgwODAxNTozMjY4NTI3ODczNzYxNzQyNjgwNDE1NjI0NTMzMjcyMTY2NAZDZD,"{""object"":""instagram"",""entry"":[{""time"":1771872511538,""id"":""17841465353051870"",""messaging"":[{""sender"":{""id"":""1743599446358649""},""recipient"":{""id"":""17841465353051870""},""timestamp"":1771872510780,""message"":{""mid"":""aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI1OTk1NTA2OTM3MzgwODAxNTozMjY4NTI3ODczNzYxNzQyNjgwNDE1NjI0NTMzMjcyMTY2NAZDZD"",""text"":""Also how do I set up with you?""}}]}]}",true,2026-02-23 18:48:32.047758+00
144,instagram,EVENT_RECEIVED,aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI1OTk1NTA2OTM3MzgwODAxNTozMjY4NTI4MTQ1ODk3MzUxMjI5ODg1NDUxMDg2OTA4NjIwOAZDZD,"{""object"":""instagram"",""entry"":[{""time"":1771872658527,""id"":""17841465353051870"",""messaging"":[{""sender"":{""id"":""17841465353051870""},""recipient"":{""id"":""1743599446358649""},""timestamp"":1771872658305,""message"":{""mid"":""aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI1OTk1NTA2OTM3MzgwODAxNTozMjY4NTI4MTQ1ODk3MzUxMjI5ODg1NDUxMDg2OTA4NjIwOAZDZD"",""text"":""You can share your class syllabus so i can connect you with your respective class expert."",""is_echo"":true}}]}]}",true,2026-02-23 18:50:59.127269+00
145,instagram,EVENT_RECEIVED,aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDA5OTQwNjYwMjcxNjgzNDozMjY4NTI4MzAyMTQxMDI2MzQ3ODM0NzY1NTY2NDM2OTY2NAZDZD,"{""object"":""instagram"",""entry"":[{""time"":1771872743524,""id"":""17841465353051870"",""messaging"":[{""sender"":{""id"":""17841465353051870""},""recipient"":{""id"":""26278003688496554""},""timestamp"":1771872743005,""message"":{""mid"":""aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDA5OTQwNjYwMjcxNjgzNDozMjY4NTI4MzAyMTQxMDI2MzQ3ODM0NzY1NTY2NDM2OTY2NAZDZD"",""text"":""https://apps.apple.com/us/app/math-ai-problem-solver-pro/id6754788683\n\nYou can use this app for the proctored exams as it can assist you to a greater extent."",""is_echo"":true}}]}]}",true,2026-02-23 18:52:24.125462+00
146,instagram,EVENT_RECEIVED,aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDA5OTQwNjYwMjcxNjgzNDozMjY4NTI4OTM5MjA4NDkxNzQxODI2NzI3NDE3Mzc0MzEwNAZDZD,"{""object"":""instagram"",""entry"":[{""time"":1771873088851,""id"":""17841465353051870"",""messaging"":[{""sender"":{""id"":""26278003688496554""},""recipient"":{""id"":""17841465353051870""},""timestamp"":1771873088360,""message"":{""mid"":""aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDA5OTQwNjYwMjcxNjgzNDozMjY4NTI4OTM5MjA4NDkxNzQxODI2NzI3NDE3Mzc0MzEwNAZDZD"",""text"":""It is the PMP EXAM""}}]}]}",true,2026-02-23 18:58:09.518442+00
147,instagram,EVENT_RECEIVED,aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDA5OTQwNjYwMjcxNjgzNDozMjY4NTI5MDYzNDk2MzM1MzAwNjM2NDQwNjg0NTUzODMwNAZDZD,"{""object"":""instagram"",""entry"":[{""time"":1771873156280,""id"":""17841465353051870"",""messaging"":[{""sender"":{""id"":""26278003688496554""},""recipient"":{""id"":""17841465353051870""},""timestamp"":1771873155737,""message"":{""mid"":""aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDA5OTQwNjYwMjcxNjgzNDozMjY4NTI5MDYzNDk2MzM1MzAwNjM2NDQwNjg0NTUzODMwNAZDZD"",""text"":""Project Management Professional""}}]}]}",true,2026-02-23 18:59:16.921826+00
148,instagram,EVENT_RECEIVED,aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDA5OTQwNjYwMjcxNjgzNDozMjY4NTI5MTA0NzE5MzE2NzA5NjY2NTQ1MjEyNzk3NzQ3MgZDZD,"{""object"":""instagram"",""entry"":[{""time"":1771873178294,""id"":""17841465353051870"",""messaging"":[{""sender"":{""id"":""17841465353051870""},""recipient"":{""id"":""26278003688496554""},""timestamp"":1771873178084,""message"":{""mid"":""aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDA5OTQwNjYwMjcxNjgzNDozMjY4NTI5MTA0NzE5MzE2NzA5NjY2NTQ1MjEyNzk3NzQ3MgZDZD"",""text"":""Let me review it"",""is_echo"":true}}]}]}",true,2026-02-23 18:59:38.851506+00
